week,fitted_cdf,year
21,0.43542198957282774,2008
21,0.4021540819878631,1995
21,0.39235223185741647,2014
21,0.38328391058698374,1990
21,0.2721890082772034,1983
21,0.2399109572343154,1984
21,0.18177025491198984,2002
21,0.11074495074259456,1996
21,0.10834021342217015,1981
21,0.09457462225296985,2019
21,0.08223685059796478,1989
21,0.05089225419102917,2011
22,0.9960244361005546,1982
22,0.9956475778037678,2007
22,0.9953232780378561,1999
22,0.9761667957945958,1994
22,0.9756388482551847,1988
22,0.9674443580719302,2005
22,0.9636104710689734,2001
22,0.963196551250881,2000
22,0.9610434023413136,1991
22,0.9565131414870301,1993
22,0.9531097733554583,2012
22,0.933564985565859,1987
22,0.932812498029006,2006
22,0.9081514514692397,2021
22,0.8983736361497631,1992
22,0.89491961452526,2013
22,0.8927752736954586,1985
22,0.8669470000115984,2015
22,0.8591837278956487,2016
22,0.8345426264394401,2018
22,0.7971547124188606,1998
22,0.7796129384852046,2009
22,0.7676103488706149,1986
22,0.7595410987760705,2010
22,0.7481820490311807,1997
22,0.7472031480398207,2017
22,0.7259434543374274,1980
22,0.7116957905737378,2020
22,0.7108439331321108,2022
22,0.6947319175986348,2008
22,0.6918609729432984,2004
22,0.6871888371283155,2003
22,0.6350726916392695,2014
22,0.5613149421586761,1995
22,0.5348369776047139,1990
22,0.5209323106158829,1983
22,0.48212130742880804,1984
22,0.3998001094331022,2002
22,0.2823152582733849,2011
22,0.22999356645416225,1996
22,0.19259779271719454,1981
22,0.17744396654310093,2019
22,0.16353050698868696,1989
23,0.9992317920529749,1982
23,0.9992133156605881,2007
23,0.9988852432050636,1999
23,0.9933951150500137,1994
23,0.9923783735739085,1988
23,0.9900583232109307,1991
23,0.9883174090801913,1993
23,0.9881527706251969,2005
23,0.9875954370821375,2000
23,0.9840299864996049,2001
23,0.9815129565848394,2012
23,0.9796693672089258,1987
23,0.9689721374542203,1992
23,0.9670967326403339,2013
23,0.9669636916206097,2006
23,0.9614224240589857,2016
23,0.9609984260534218,2021
23,0.955350307798254,1985
23,0.9490562349197478,2015
23,0.9401377961804367,1998
23,0.9320166524777845,2009
23,0.9236613635654495,2018
23,0.8801718491611075,1986
23,0.8703925781782125,2008
23,0.8616747682934418,2017
23,0.8447634039830093,2022
23,0.8421753093339559,1980
23,0.8371585770580773,2020
23,0.8358244384432014,2010
23,0.8284873722702165,1997
23,0.8242654453275462,2014
23,0.7913008896551869,2004
23,0.7711674392283029,2003
23,0.7597119797346413,1983
23,0.7426522414148241,2011
23,0.733035256907509,1984
23,0.7087866788701018,1995
23,0.6802195369708617,1990
23,0.6663680031104917,2002
23,0.41737934356576056,1996
23,0.31894431360231285,1981
23,0.30820857212400016,2019
23,0.2990040197446377,1989
24,0.999858225660514,2007
24,0.9998519419401617,1982
24,0.9997350056763417,1999
24,0.9981926492717573,1994
24,0.997643283814732,1988
24,0.9975186916032812,1991
24,0.9969360220007261,1993
24,0.995888107697898,2000
24,0.9957466219708329,2005
24,0.9939845256435883,1987
24,0.9930737133072484,2001
24,0.9928404962262676,2012
24,0.9910171751432519,1992
24,0.9902718777091517,2016
24,0.9902379693890246,2013
24,0.9843167897440616,1998
24,0.9840527092687267,2006
24,0.9839753294968973,2021
24,0.9821379483008817,1985
24,0.9815715826841106,2015
24,0.9815263523931577,2009
24,0.9666945793762467,2018
24,0.9548948653264681,2011
24,0.9519620070413943,2008
24,0.9423099919109114,1986
24,0.929221350454963,2017
24,0.9266949313516056,2014
24,0.9233476881687074,2022
24,0.9148907550867393,1980
24,0.9145764270868129,2020
24,0.901891833842701,1983
24,0.8913687637923858,2010
24,0.890093809301507,1984
24,0.8870493360079249,1997
24,0.8649159911815155,2004
24,0.8569156344347025,2002
24,0.8379183567554503,2003
24,0.8223713166844093,1995
24,0.7973781693342242,1990
24,0.6321068595486093,1996
24,0.48203279433097296,1989
24,0.4791985609498429,2019
24,0.4790030553934684,1981
25,0.9999744632846733,2007
25,0.9999714788009098,1982
25,0.9999370477187918,1999
25,0.9995071680919698,1994
25,0.9993841810966272,1991
25,0.9992739305007866,1988
25,0.9992015511798373,1993
25,0.9986445892322002,2000
25,0.998480442488664,2005
25,0.9982382537585013,1987
25,0.9976006963916031,2016
25,0.9974407657098767,1992
25,0.9972467978184179,2012
25,0.9971516504640244,2013
25,0.9970115829277312,2001
25,0.9960288993500348,1998
25,0.9951669814035762,2009
25,0.993602377948745,2011
25,0.9935073584335874,2021
25,0.993476351322773,2015
25,0.9929725281883882,1985
25,0.9923716588095921,2006
25,0.9858411943662475,2018
25,0.9831867450376347,2008
25,0.9732066335128529,1986
25,0.9714870993483097,2014
25,0.9651189928439218,2017
25,0.9639365949081958,1983
25,0.9638530394821201,2022
25,0.9598179071946666,1984
25,0.9570755705685634,2020
25,0.9558595614722002,1980
25,0.9472503656732354,2002
25,0.9297017032290164,2010
25,0.9273686325122882,1997
25,0.9153426299068367,2004
25,0.8980272546784931,1995
25,0.888025174641122,2003
25,0.8792338158015921,1990
25,0.8047219987183558,1996
25,0.6700133798599684,1989
25,0.6552054569245023,2019
25,0.6434920539063643,1981
26,0.99999540070734,2007
26,0.9999945063423931,1982
26,0.999985047305508,1999
26,0.999865742230486,1994
26,0.9998473787171231,1991
26,0.999792279484095,1993
26,0.9997765613898278,1988
26,0.999554040879039,2000
26,0.9994855957200708,1987
26,0.9994580807228122,2005
26,0.9994115267777104,2016
26,0.9992742303533171,1992
26,0.9991730024150703,2013
26,0.9991230789794988,2011
26,0.9990033451579325,1998
26,0.9989441343270533,2012
26,0.9987484435554539,2009
26,0.9987135172708405,2001
26,0.9977085852222901,2015
26,0.997384477947746,2021
26,0.9972535575578356,1985
26,0.9963670258376309,2006
26,0.9942382185236629,2008
26,0.9940485706506617,2018
26,0.9892277162439433,2014
26,0.9877709173635125,1986
26,0.9872962104423513,1983
26,0.9860047697178927,1984
26,0.983340352923031,2022
26,0.983140343054706,2017
26,0.9817667722275878,2002
26,0.9789183147398919,2020
26,0.977590378081315,1980
26,0.9551880421656332,2010
26,0.9540410915663237,1997
26,0.948075187788393,2004
26,0.9436670081006137,1995
26,0.9308874074303805,1990
26,0.9240458308086756,2003
26,0.9081188545630654,1996
26,0.8158366368405516,1989
26,0.7969361511125848,2019
26,0.7799102619777396,1981
27,0.9999991716581569,2007
27,0.9999989418497909,1982
27,0.9999964485021787,1999
27,0.9999634349061189,1994
27,0.9999621883344427,1991
27,0.9999459840791489,1993
27,0.9999312635573762,1988
27,0.9998803741420352,2011
27,0.9998558636110852,2016
27,0.9998533595194938,2000
27,0.9998499341941307,1987
27,0.9998068571814568,2005
27,0.9997944506932605,1992
27,0.9997602321836373,2013
27,0.999750420840632,1998
27,0.9996767595234798,2009
27,0.999595495110902,2012
27,0.999446720337321,2001
27,0.9991973647121805,2015
27,0.9989488021775481,2021
27,0.9989294603482869,1985
27,0.998273447896784,2006
27,0.9980399605808666,2008
27,0.9975104254286745,2018
27,0.9959759118134952,2014
27,0.9955940893129981,1983
27,0.9952106851095723,1984
27,0.9944634162199197,1986
27,0.9938443466392624,2002
27,0.9924045821957012,2022
27,0.9919287876763235,2017
27,0.9897649139769199,2020
27,0.9887488053252697,1980
27,0.9717155296445328,2010
27,0.9712225577428931,1997
27,0.9695719894580777,1995
27,0.9685861280792097,2004
27,0.961417435493963,1990
27,0.9595223703187692,1996
27,0.949142776965331,2003
27,0.9062374880034264,1989
27,0.8901728672010448,2019
27,0.8743229014414147,1981
28,0.9999998508144321,2007
28,0.9999997961871787,1982
28,0.9999991564712881,1999
28,0.9999906330327062,1991
28,0.999990042207264,1994
28,0.9999859552253925,1993
28,0.9999836918209555,2011
28,0.9999788568662582,1988
28,0.9999647081194867,2016
28,0.9999562329975911,1987
28,0.9999517912999449,2000
28,0.9999418069390003,1992
28,0.999937536189109,1998
28,0.9999311783625787,2005
28,0.9999305141567965,2013
28,0.9999165739412679,2009
28,0.9998450954335071,2012
28,0.9997621496594536,2001
28,0.9997191257410334,2015
28,0.9995831403233186,1985
28,0.9995779116999975,2021
28,0.9993349129659028,2008
28,0.9991802881134332,2006
28,0.9989606780287745,2018
28,0.998503160468631,2014
28,0.9984802910009727,1983
28,0.998371050314045,1984
28,0.9979386099951252,2002
28,0.9975026320398573,1986
28,0.9965543997500791,2022
28,0.9961539952120958,2017
28,0.9950590680138037,2020
28,0.9943830387003895,1980
28,0.983769338071863,1995
28,0.9827152178449665,1996
28,0.9822605771211758,2010
28,0.98210133913667,1997
28,0.9811560314043761,2004
28,0.9787686210218317,1990
28,0.9662500138844928,2003
28,0.9547255748848005,1989
28,0.9436281376010252,2019
28,0.9317777907239266,1981
29,0.9999999731314778,2007
29,0.9999999607431562,1982
29,0.9999997996509489,1999
29,0.9999977769608052,2011
29,0.9999976795997351,1991
29,0.999997288241167,1994
29,0.9999963483014628,1993
29,0.9999934966466776,1988
29,0.9999913594723764,2016
29,0.9999872362245107,1987
29,0.9999843689662704,1998
29,0.9999841522260137,2000
29,0.9999835267039826,1992
29,0.9999798651107197,2013
29,0.9999784721614583,2009
29,0.9999754790845937,2005
29,0.9999406886572797,2012
29,0.9999017441913752,2015
29,0.9998977685046231,2001
29,0.9998377429706241,1985
29,0.9998305824015767,2021
29,0.9997745137685561,2008
29,0.9996110125289279,2006
29,0.9995664817166431,2018
29,0.999476807851105,1983
29,0.9994471175051556,1984
29,0.999444106676825,2014
29,0.999311573129183,2002
29,0.9988754073867011,1986
29,0.9984404940436282,2022
29,0.9981714218208888,2017
29,0.9976213730778103,2020
29,0.9972038098009129,1980
29,0.9927198688404332,1996
29,0.9914011216078077,1995
29,0.9889190402631486,2010
29,0.9889145378562562,1997
29,0.9887546262946311,2004
29,0.9884107668405762,1990
29,0.9787272687235494,1989
29,0.9777377297988058,2003
29,0.971887233484191,2019
29,0.964046550648248,1981
